ID_CLB;INTITULE_COMPLET;VALEUR;ETAT;STATUT_RECRUTEMENT;DATE_DEBUT_INCLUSION;DATE_FIN_INCLUSION;DATE_DEBUT_ETUDE;DATE_FIN_ETUDE;ROLE_CLB;DETAIL_ROLE_CLB
ET18000267;1443.0001 : Etude de phase I en ouvert de recherche de dose de BI 765063, un anticorps monoclonal (ACm) antagoniste du récepteur SIRPalpha en monothérapie et en association avec BI 754091, un ACm antagoniste du récepteur PD-1 , pour caractériser la tolérance, la pharmacocinétique, la pharmacodynamique et l'efficacité préliminaire chez des patients atteintes de tumeurs solides à un stade avancé;NCT03990233;600;Terminée;2019-05-21 00:00:00.000;NULL;2019-05-20 00:00:00.000;NULL;O;
ET18000268;"MK3475-866: Etude de phase III, randomisée, en double aveugle évaluant l'administration péri-opératoire du pembrolizumab versus placebo en association avec une chimiothérapie néoadjuvante chez des patients atteints de cancer de la vessie infiltrant le muscle (TVIM) et éligibles au traitement par cisplatine ";NCT03924856;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET18000280;"MK-7902-011 LEAP-011: Etude de phase III, randomisée, en double aveugle, comparant l'efficacité et la sécurité du pembrolizumab (MK-3475) en combinaison avec le lenvatinib (E7080/ML-7902) versus pembrolizumab plus placebo, en traitement de première ligne, chez des patients ayant un carcinome urothélial localement avancé ou métastatique, avec une tumeur exprimant le PD-L1 pour les patients inéligibles au cisplatine, et quelle que soit l'expression tumorale de PD-L1 chez les patients inéligibles aux chimiothérapies à base de platine (LEAP-011)  ";NCT03898180;600;Terminée;NULL;NULL;NULL;NULL;O;
ET18000291;"LENVAGIST: Etude de phase II, multicentrique, comparative, prospective, randomisée, contrôlée contre placebo, en double-insu, de l’efficacité du lenvatinib chez des patients présentant un GIST localement avancé ou métastatique après échec de l’imatinib et du sunitinib ";NCT04193553;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET18000302;AGO-OVAR 2.29 / ENGOT-ov34 : Etude de phase III, randomisée, en semi-aveugle comparant l'atezolizumab versus placebo au bevacizumab et à la chimiothérapie chez les patients atteints d'un cancer épithélial de l'ovaire, ds trompes de Fallope ou du péritoine, en rechute résistant au platine;NCT03353831;420;Close aux inclusions;NULL;2022-05-01 00:00:00.000;2021-02-12 00:00:00.000;NULL;O;
ET18000305;REGOMUNE: Etude de phase I/II évaluant l’association du Regorafenib et de l’Avelumab dans les tumeurs solides;NCT03475953;400;Ouverte aux inclusions;NULL;NULL;2020-07-10 00:00:00.000;NULL;O;
ET18000308;"ANITA : Etude de phase III, randomisée en double aveugle comparant atezolizumab versus placebo chez des patientes atteintes d’un cancer de l’ovaire, des trompes ou du péritoine en rechute platine sensible (> 6 mois) traitées par une combinaison de chimiothérapie à base de platine suivie d’un traitement de maintenance par niraparib ";NCT03598270;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000006;CABRAMET : Etude de phase II évaluant le cabozantinib dans le traitement du carcinome à cellules rénales métastatiques (mRCC) avec métastases cérébrales;NCT03967522;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000024;ESIGON: Evaluation de la sensibilité individuelle à la gonadotoxicité de la chimiothérapie chez les patientes jeunes présentant un cancer du sein;NCT03731845;600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000035;"MK7339-009 KEYLYNK 009: Etude de phase 2/3 randomisée, en ouvert évaluant Olaparib plus pembrolizumab versus chimiothérapie plus pembrolizumab après un bénéfice clinique suite à une induction par une première ligne de chimiothérapie plus pembrolizumab chez des patients ayant un cancer du sein triple négatif localement récidivant, inopérable ou métastatique ";NCT04191135;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000042;PRESTO : Prostate-cancer treatment using stereotactic radiotherapy for oligometastases ablation in hormono-sensitive patients – a GETUG-AFU phase III randomized controlled trial.;NCT04115007;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000063;"TAS-120-201_FOENIX : Etude de phase II évaluant le TAS-120 dans le traitement des cancers du sein métastatiques présentant des amplifications du récepteur du facteur de croissance des fibroblastes (FGFR) ";NCT04024436;600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000073;"MEGAMOST - Etude multicentrique de phase II, menée en ouvert, guidée par la biologie, évaluant l'activité de thérapies ciblant les altérations/caractéristiques moléculaires de tumeurs de stade avancé ou métastatique.  ";NCT04116541;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000081;AGADIR: Association de l’atezolizumab, du BDB001 et de la radiothérapie immunogénique chez les patients porteurs de tumeurs solides avancées;NCT03915678;900;Invalidée;NULL;NULL;NULL;NULL;O;
ET19000083;"D910FC00001 WAVE: Étude ouverte, multicentrique, internationale, visant à évaluer l’innocuité et l’efficacité à long terme du durvalumab chez des patients qui reçoivent ou qui ont déjà reçu du durvalumab dans d’autres protocoles (WAVE) ";NCT04078152;600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000085;42756493CAN2002 RAGNAR: Etude de phase II évaluant l'erdafitinib chez les patients atteints de tumeurs solides avancées avec des altérations des gènes FGFR;NCT04083976;600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000089;EORTC 1809 STRASS 2: Étude randomisée de phase III comparant une chimiothérapie néoadjuvante suivie d'une chirurgie et une chirurgie seule chez des patients atteints d'un sarcome rétropéritonéal à risque élevé;NCT04031677;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000091;APL-101-01 SPARTA: Étude de phase I/II multicentrique visant à évaluer la sécurité d'emploi, la pharmacocinétique et l'efficacité préliminaire d'APL-101 chez des patients atteints de cancer bronchique non à petites cellules avec mutations par saut de l'exon 14 de c-MET et des patients atteints de tumeurs solides avancées avec dérégulation de c-MET;NCT03175224;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000096;SGNTUC-016 SGBTCTFE-TCTBFE HER2CLIMB-02: Étude de phase 3 randomisée, en double insu, évaluant un traitement par tucatinib ou placebo en association à l’ado-trastuzumab emtansine (T-DM1) chez des patients atteints d’un cancer du sein HER 2+ métastatique ou localement avancé non résécable;NCT03975647;420;Close aux inclusions;2020-12-09 00:00:00.000;2021-11-30 00:00:00.000;2019-07-01 00:00:00.000;2022-01-01 00:00:00.000;O;
ET19000105;"NORAD01: Essai randomisé de phase III multicentrique comparant la chimiothérapie seule à la radiochimiothérapie préopératoire pour les cancers du rectum localement évolués d’emblée résécables ";NCT03875781;400;Ouverte aux inclusions;NULL;NULL;2021-07-20 00:00:00.000;NULL;O;
ET19000107;"74699157STM1001: Etude First-in-Human sur la tolérance, les Pharmacocinétiques, les Pharmacodynamiques, et l'activité anti-tumorale préliminaire du ARS-3248 chez des patients ayant une tumeur solide avancée avec mutation KRAS G12C.     ";04006301;600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000116;"CAAA504A12101 : Etude de phase I, en ouvert, multicentrique, évaluant la performance en imagerie, la sécurité d'emploi, la biodistribution et la dosimétrie de [68Ga]-FF58 chez des patients adultes atteints de tumeurs solides présumées surexprimer les intégrines Alpha v beta 3 et alpha v beta 5 ";NCT04712721;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000125;"236355- CYPIDES: Tolérance et pharmacocinétique de l'ODM-208 chez des patients présentant un cancer de la prostate métastatique résistant à la castration ";NCT03436485;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000144;REGOMAIN : Essai de phase II randomisé, contrôlé contre placebo, en double insu, multicentrique et comparatif évaluant l’efficacité du traitement de maintenance par regorafenib chez des patients présentant des sarcomes osseux de haut grade lors du diagnostic ou en rechute sans rémission complète après le traitement standard;NCT04698785;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000153;"RPL-002-18  CERPASS: Étude de phase 2 randomisée, contrôlée, en ouvert, portant sur le cémiplimab en monothérapie et en association au RP1 chez des patients atteints d’un carcinome épidermoïde avancé ";NCT04050436;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000162;AXIPRO: Évaluation de l’intérêt d’un suivi par la web-application KidneyPRO par rapport au suivi standard pour les patients traités par axitinib/pembrolizumab en première ligne pour un cancer du rein métastatique  Etude de phase II, nationale, multicentrique, randomisée;NCT04764487;600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000165;"208467 IGNYTE ESO  : Etude pour évaluer la tolérance et l’activité antitumorale de lymphocytes T génétiquement modifiés pour exprimer un récepteur spécifique de NY-ESO-1, seul ou en association avec d’autres agents, chez des patients HLA-A2+ ayant des tumeurs solides exprimant NY-ESO-1 et/ou LAGE-1a  ";NCT03967223;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000167;STEREOSARC : Etude de phase II randomisée, étude comparative de l’immunomodulation avec l’Atézolizumab concomitante à l’irradiation stéréotaxique à haute dose (SBRT) Versus SBRT seule chez les Patients atteints de Sarcome Oligométastatique;NCT03548428;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000169;TAK-788-3001 : Étude de phase 3, randomisée, multicentrique, en ouvert, visant à comparer l’efficacité du TAK-788 en traitement de première ligne par rapport à une chimiothérapie à base de platine chez des patients atteints d’un cancer du poumon non à petites cellules porteurs de mutations par insertion dans l’exon 20 du gène de l’EGFR;NCT04129502;420;Close aux inclusions;NULL;NULL;2019-12-02 00:00:00.000;NULL;O;
ET19000170;AMBRE: Etude multicentrique, randomisée, en ouvert, comparant la chimiothérapie standard à l’association standard d’une hormonothérapie avec l’abémaciclib comme traitement de première ligne métastatique chez les patientes atteintes d’un cancer du sein ER positif - HER2 négatif avec des métastases viscérales et une charge tumorale élevée;NCT04158362;420;Close aux inclusions;2021-02-12 00:00:00.000;NULL;2020-06-01 00:00:00.000;2024-06-30 00:00:00.000;O;
ET19000174;IFCT-1902 ORAKLE: Etude de phase II non-randomisée, mono-bras, en ouvert, multicentrique évaluant l’efficacité et la tolérance du lorlatinib en monothérapie après échec en 1ère ligne de traitement d’un inhibiteur d’ALK de 2ème génération chez des patients présentant un Cancer Bronchique Non à Petites Cellules (CBNPC) de stade avancé ALK positif;NCT04111705;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000188;MAZEPPA PRODIGE 72 - GERCOR D19-02: Etude de phase II visant à évaluer le traitement de maintenance par l'olaparib ou le durvalumab plus le selumetinib selon le statut somatique personnalisé du profil BRCAness et le statut KRAS chez les patients présentant un adénocarcinome du pancréas métastatique;NCT04348045;420;Close aux inclusions;NULL;2023-01-16 00:00:00.000;2021-03-01 00:00:00.000;NULL;O;
ET19000199;"HYPERLIV 01 UF7595: : Embolisation simultanée portale et sus hépatique versus embolisation portale seule pour hypertrophier le futur foie restant avant résection hépatique majeure sur foie non cirrhotique : essai multicentrique randomisé comparatif de phase II ";NCT03841305;010;En préparation;NULL;NULL;NULL;NULL;O;
ET19000209;COTESARC ML41313 (COTELIC and TECENTRIQ IN SARCOMA):Etude multicentrique, menée en ouvert, de Phase I/II visant à évaluer la combinaison d’un inhibiteur de MEK et d’un anti-PDL1 chez des patients pédiatriques et adultes présentant un sarcome des tissus mous de stade avancé ou métastatique;NCT04216953;420;Close aux inclusions;2020-01-29 00:00:00.000;NULL;2020-01-29 00:00:00.000;NULL;O;
ET19000217;PRETORIA : Evaluation PRospective d’un test prEdictif de TOxicité après Radiothérapie sur mastectomie avec reconstruction immédiate par ImplAnt.;NCT04342546;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000219;CETUXIMAX : Suivi thérapeutique pharmacologique du cétuximab : détermination d’un seuil d’exposition prédictif de l’efficacité thérapeutique et de la toxicité.;" NCT04218136 ";600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000223;EOADR1-19 SPENCER : Essai de phaSe 1/2 sur l’EO2401, un nouveau vaccin thérapeutique Peptidique d’origine microbienne, en association avec le blocagE du point de contrôle PD-1, pour le traitement de patients atteints d’un Corticosurrénalome métastatique ou localement avancé ou d’un phÉochromocytome/paRagangliome malin;NCT04187404;600;Terminée;NULL;NULL;NULL;NULL;O;
ET19000225;XL184-021 : Etude de phase 1b avec escalade de dose portant sur le cabozantinib (XL184) administré seul ou en association avec l’atézolizumab chez des patients atteints de tumeurs solides localement avancées ou métastatiques;NCT03170960;410;Suspendue aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000226;"FLAURA 2  D5169C00001: Étude de phase III, en ouvert, randomisée, évaluant l’osimertinib avec ou sans chimiothérapie à base de platine associée au pemetrexed, en traitement de première ligne chez les patients atteints d’un cancer du poumon non à petites cellules avec mutation du récepteur du facteur épidermique de croissance (EGFR) localement avancé ou métastatique ";NCT04035486;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000228;LODEFI: Essai thérapeutique de phase II évaluant le deferasirox (DFX) à faible dose chez les patients ayant un syndrome myélodysplasique (SMD) de bas risque résistant ou en rechute post agents stimulant l’érythropoïèse (ASE).;NCT03387475;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000230;DCC-3014-01-001 : Étude de phase 1/2, multicentrique, en ouvert de DCC-3014 pour évaluer la sécurité, l'efficacité, la pharmacocinétique et la pharmacodynamique chez les patients atteints de tumeurs avancées et de tumeur ténosynoviale à cellules géantes;NCT03069469;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000239;HR-NBL2:Etude internationale multicentrique de phase 3 randomisée qui évalue et compare 2 stratégies de traitement dans 3 phases thérapeutiques (induction, chimiothérapie à haute dose et radiothérapie) pour les patients atteints de neuroblastome de haut-risque.;NCT04221035;400;Ouverte aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000240;FASTRACS: Faciliter et soutenir le retour au travail après un cancer du sein;NCT04846972;400;Ouverte aux inclusions;2021-05-31 00:00:00.000;NULL;2021-05-31 00:00:00.000;NULL;N;inclusion, V1 et V2  à partir de la V3 : gestion par les HCL
ET19000245;TPX-0022-01 : Etude de Phase I FIH, ouverte, multicentrique sur la sécurité, la tolérance, les pharmacocinétiques et l'activité anti-tumorale du TPX-022, un nouvel inhibiteur MET/CSF1R/SRC chez des patients ayant une tumeur solide avancée avec altération génétique de MET.;NCT03993873;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
ET19000252;D-US-600100-001 NAPOLI 3 : Étude de phase III multicentrique, randomisée et en ouvert de l’association irinotécan liposomal pour injection, oxaliplatine, 5-fluorouracile/leucovorine versus l’association nab-paclitaxel plus gemcitabine chez des sujets atteints d’un adénocarcinome du pancréas métastatique n’ayant jamais reçu de chimiothérapie.;NCT04083235;420;Close aux inclusions;NULL;NULL;NULL;NULL;O;
